,data,valor
1818,15/09/1993,"1,495000"
1819,16/09/1993,"1,500333"
1820,17/09/1993,"1,504333"
1821,20/09/1993,"1,516333"
1822,21/09/1993,"1,532000"
1823,22/09/1993,"1,544000"
1824,23/09/1993,"1,558667"
1825,24/09/1993,"1,572667"
1826,27/09/1993,"1,585000"
1827,28/09/1993,"1,598667"
1828,29/09/1993,"1,611667"
1829,30/09/1993,"1,625000"
1830,01/10/1993,"1,638000"
1831,04/10/1993,"1,638667"
1832,05/10/1993,"1,638333"
1833,06/10/1993,"1,638000"
1834,07/10/1993,"1,638667"
1835,08/10/1993,"1,638333"
1836,11/10/1993,"1,637667"
1837,13/10/1993,"1,638000"
1838,14/10/1993,"1,638000"
1839,15/10/1993,"1,637667"
1840,18/10/1993,"1,638000"
1841,19/10/1993,"1,638333"
1842,20/10/1993,"1,638000"
1843,21/10/1993,"1,638333"
1844,22/10/1993,"1,638333"
1845,25/10/1993,"1,638333"
1846,26/10/1993,"1,638000"
1847,27/10/1993,"1,638000"
1848,28/10/1993,"1,638333"
1849,29/10/1993,"1,638333"
1850,01/11/1993,"1,638333"
1851,03/11/1993,"1,638333"
1852,04/11/1993,"1,638333"
1853,05/11/1993,"1,638333"
1854,08/11/1993,"1,638333"
1855,09/11/1993,"1,638333"
1856,10/11/1993,"1,635000"
1857,11/11/1993,"1,634667"
1858,12/11/1993,"1,638000"
1859,16/11/1993,"1,638000"
1860,17/11/1993,"1,637667"
1861,18/11/1993,"1,638000"
1862,19/11/1993,"1,637333"
1863,22/11/1993,"1,637667"
1864,23/11/1993,"1,637333"
1865,24/11/1993,"1,637000"
1866,25/11/1993,"1,637667"
1867,26/11/1993,"1,637333"
1868,29/11/1993,"1,637333"
1869,30/11/1993,"1,636667"
1870,01/12/1993,"1,430000"
1871,02/12/1993,"1,422667"
1872,03/12/1993,"1,422000"
1873,06/12/1993,"1,422667"
1874,07/12/1993,"1,423333"
1875,08/12/1993,"1,423333"
1876,09/12/1993,"1,423000"
1877,10/12/1993,"1,423000"
1878,13/12/1993,"1,471000"
1879,14/12/1993,"1,499667"
1880,15/12/1993,"1,499333"
1881,16/12/1993,"1,498667"
1882,17/12/1993,"1,498667"
1883,20/12/1993,"1,498667"
1884,21/12/1993,"1,497667"
1885,22/12/1993,"1,496667"
1886,23/12/1993,"1,496667"
1887,24/12/1993,"1,496667"
1888,27/12/1993,"1,497333"
1889,28/12/1993,"1,532333"
1890,29/12/1993,"1,564333"
1891,30/12/1993,"1,615333"
1892,31/12/1993,"1,615333"
1893,03/01/1994,"1,672333"
1894,04/01/1994,"1,669667"
1895,05/01/1994,"1,669333"
1896,06/01/1994,"1,669333"
1897,07/01/1994,"1,669333"
1898,10/01/1994,"1,669000"
1899,11/01/1994,"1,669333"
1900,12/01/1994,"1,669333"
1901,13/01/1994,"1,669667"
1902,14/01/1994,"1,670000"
1903,17/01/1994,"1,670000"
1904,18/01/1994,"1,670333"
1905,19/01/1994,"1,733000"
1906,20/01/1994,"1,733000"
1907,21/01/1994,"1,733000"
1908,24/01/1994,"1,733000"
1909,25/01/1994,"1,733000"
1910,26/01/1994,"1,799667"
1911,27/01/1994,"1,799667"
1912,28/01/1994,"1,800000"
1913,31/01/1994,"1,800000"
1914,01/02/1994,"2,007000"
1915,02/02/1994,"2,007333"
1916,03/02/1994,"2,006667"
1917,04/02/1994,"2,006667"
1918,07/02/1994,"1,990000"
1919,08/02/1994,"1,989333"
1920,09/02/1994,"1,989000"
1921,10/02/1994,"1,988333"
1922,11/02/1994,"1,966333"
1923,16/02/1994,"1,966333"
1924,17/02/1994,"1,966333"
1925,18/02/1994,"1,965667"
1926,21/02/1994,"1,965667"
1927,22/02/1994,"1,966667"
1928,23/02/1994,"1,906000"
1929,24/02/1994,"1,906000"
1930,25/02/1994,"1,905333"
1931,28/02/1994,"1,905000"
1932,01/03/1994,"1,630667"
1933,02/03/1994,"1,630333"
1934,03/03/1994,"1,630333"
1935,04/03/1994,"1,630667"
1936,07/03/1994,"1,630667"
1937,08/03/1994,"1,671333"
1938,09/03/1994,"1,682333"
1939,10/03/1994,"1,683333"
1940,11/03/1994,"1,683667"
1941,14/03/1994,"1,692667"
1942,15/03/1994,"1,693333"
1943,16/03/1994,"1,693333"
1944,17/03/1994,"1,693000"
1945,18/03/1994,"1,719000"
1946,21/03/1994,"1,799667"
1947,22/03/1994,"1,883000"
1948,23/03/1994,"1,883333"
1949,24/03/1994,"1,882667"
1950,25/03/1994,"1,883000"
1951,28/03/1994,"1,885333"
1952,29/03/1994,"1,885000"
1953,30/03/1994,"1,995667"
1954,04/04/1994,"2,070000"
1955,05/04/1994,"2,064667"
1956,06/04/1994,"2,064667"
1957,07/04/1994,"2,067333"
1958,08/04/1994,"2,067667"
1959,11/04/1994,"2,067667"
1960,12/04/1994,"2,067333"
1961,13/04/1994,"2,067000"
1962,14/04/1994,"2,066667"
1963,15/04/1994,"2,066667"
1964,18/04/1994,"2,066333"
1965,19/04/1994,"2,066000"
1966,20/04/1994,"2,061000"
1967,22/04/1994,"2,037333"
1968,25/04/1994,"1,993667"
1969,26/04/1994,"1,957000"
1970,27/04/1994,"1,933667"
1971,28/04/1994,"1,898667"
1972,29/04/1994,"1,878667"
1973,02/05/1994,"1,768333"
1974,03/05/1994,"1,757667"
1975,04/05/1994,"1,761000"
1976,05/05/1994,"1,761667"
1977,06/05/1994,"1,765000"
1978,09/05/1994,"1,766000"
1979,10/05/1994,"1,783333"
1980,11/05/1994,"1,804000"
1981,12/05/1994,"1,804667"
1982,13/05/1994,"1,811000"
1983,16/05/1994,"1,811667"
1984,17/05/1994,"1,811667"
1985,18/05/1994,"1,812000"
1986,19/05/1994,"1,811667"
1987,20/05/1994,"1,811333"
1988,23/05/1994,"1,811667"
1989,24/05/1994,"1,811667"
1990,25/05/1994,"1,811667"
1991,26/05/1994,"1,811667"
1992,27/05/1994,"1,810667"
1993,30/05/1994,"1,811667"
1994,31/05/1994,"1,811667"
1995,01/06/1994,"1,889667"
1996,03/06/1994,"1,882333"
1997,06/06/1994,"1,882333"
1998,07/06/1994,"1,883000"
1999,08/06/1994,"1,900000"
2000,09/06/1994,"1,904333"
2001,10/06/1994,"1,915667"
2002,13/06/1994,"1,923000"
2003,14/06/1994,"1,928333"
2004,15/06/1994,"1,929667"
2005,16/06/1994,"1,955000"
2006,17/06/1994,"1,962000"
2007,20/06/1994,"1,983667"
2008,21/06/1994,"2,018333"
2009,22/06/1994,"2,048667"
2010,23/06/1994,"2,055667"
2011,24/06/1994,"2,051667"
2012,27/06/1994,"2,070000"
2013,28/06/1994,"2,079333"
2014,29/06/1994,"2,077000"
2015,30/06/1994,"2,021667"
2016,04/07/1994,"0,396333"
2017,05/07/1994,"0,399667"
2018,06/07/1994,"0,398333"
2019,07/07/1994,"0,399667"
2020,08/07/1994,"0,393667"
2021,11/07/1994,"0,385333"
2022,12/07/1994,"0,379667"
2023,13/07/1994,"0,379667"
2024,14/07/1994,"0,379667"
2025,15/07/1994,"0,345000"
2026,18/07/1994,"0,343333"
2027,19/07/1994,"0,342000"
2028,20/07/1994,"0,341667"
2029,21/07/1994,"0,274667"
2030,22/07/1994,"0,272667"
2031,25/07/1994,"0,271667"
2032,26/07/1994,"0,251667"
2033,27/07/1994,"0,245333"
2034,28/07/1994,"0,244667"
2035,29/07/1994,"0,212667"
2036,01/08/1994,"0,185000"
2037,02/08/1994,"0,184000"
2038,03/08/1994,"0,183667"
2039,04/08/1994,"0,183667"
2040,05/08/1994,"0,185667"
2041,08/08/1994,"0,176667"
2042,09/08/1994,"0,177333"
2043,10/08/1994,"0,178333"
2044,11/08/1994,"0,176667"
2045,12/08/1994,"0,176333"
2046,15/08/1994,"0,177333"
2047,16/08/1994,"0,175667"
2048,17/08/1994,"0,176000"
2049,18/08/1994,"0,176333"
2050,19/08/1994,"0,175000"
2051,22/08/1994,"0,175667"
2052,23/08/1994,"0,175000"
2053,24/08/1994,"0,174333"
2054,25/08/1994,"0,175000"
2055,26/08/1994,"0,176000"
2056,29/08/1994,"0,175000"
2057,30/08/1994,"0,175333"
2058,31/08/1994,"0,175333"
2059,01/09/1994,"0,175667"
2060,02/09/1994,"0,177667"
2061,05/09/1994,"0,177667"
2062,06/09/1994,"0,178333"
2063,08/09/1994,"0,178667"
2064,09/09/1994,"0,178000"
2065,12/09/1994,"0,178667"
2066,13/09/1994,"0,186000"
2067,14/09/1994,"0,179667"
2068,15/09/1994,"0,178667"
2069,16/09/1994,"0,179667"
2070,19/09/1994,"0,179667"
2071,20/09/1994,"0,180000"
2072,21/09/1994,"0,179667"
2073,22/09/1994,"0,179667"
2074,23/09/1994,"0,179333"
2075,26/09/1994,"0,179333"
2076,27/09/1994,"0,179667"
2077,28/09/1994,"0,179667"
2078,29/09/1994,"0,180000"
2079,30/09/1994,"0,180000"
2080,04/10/1994,"0,186667"
2081,05/10/1994,"0,186667"
2082,06/10/1994,"0,186667"
2083,07/10/1994,"0,186333"
2084,10/10/1994,"0,186333"
2085,11/10/1994,"0,186667"
2086,13/10/1994,"0,187000"
2087,14/10/1994,"0,187000"
2088,17/10/1994,"0,186667"
2089,18/10/1994,"0,186667"
2090,19/10/1994,"0,186667"
2091,20/10/1994,"0,186667"
2092,21/10/1994,"0,186667"
2093,24/10/1994,"0,187000"
2094,25/10/1994,"0,187000"
2095,26/10/1994,"0,187333"
2096,27/10/1994,"0,187667"
2097,28/10/1994,"0,187333"
2098,31/10/1994,"0,198333"
2099,01/11/1994,"0,198000"
2100,03/11/1994,"0,199333"
2101,04/11/1994,"0,199667"
2102,07/11/1994,"0,199667"
2103,08/11/1994,"0,199667"
2104,09/11/1994,"0,199667"
2105,10/11/1994,"0,199667"
2106,11/11/1994,"0,200000"
2107,14/11/1994,"0,200000"
2108,16/11/1994,"0,200000"
2109,17/11/1994,"0,200000"
2110,18/11/1994,"0,200000"
2111,21/11/1994,"0,200000"
2112,22/11/1994,"0,200000"
2113,23/11/1994,"0,200000"
2114,24/11/1994,"0,200000"
2115,25/11/1994,"0,200000"
2116,28/11/1994,"0,200000"
2117,29/11/1994,"0,200000"
2118,30/11/1994,"0,200000"
2119,01/12/1994,"0,184667"
2120,02/12/1994,"0,182333"
2121,05/12/1994,"0,182333"
2122,06/12/1994,"0,181667"
2123,07/12/1994,"0,173667"
2124,08/12/1994,"0,174000"
2125,09/12/1994,"0,174000"
2126,12/12/1994,"0,174333"
2127,13/12/1994,"0,173667"
2128,14/12/1994,"0,172667"
2129,15/12/1994,"0,169333"
2130,16/12/1994,"0,165333"
2131,19/12/1994,"0,166333"
2132,20/12/1994,"0,164333"
2133,21/12/1994,"0,162667"
2134,22/12/1994,"0,163000"
2135,23/12/1994,"0,161667"
2136,26/12/1994,"0,161667"
2137,27/12/1994,"0,160667"
2138,28/12/1994,"0,160667"
2139,29/12/1994,"0,160667"
2140,30/12/1994,"0,160667"
2141,02/01/1995,"0,154000"
2142,03/01/1995,"0,153333"
2143,04/01/1995,"0,153333"
2144,05/01/1995,"0,153333"
2145,06/01/1995,"0,153333"
2146,09/01/1995,"0,153333"
2147,10/01/1995,"0,153000"
2148,11/01/1995,"0,150000"
2149,12/01/1995,"0,149667"
2150,13/01/1995,"0,150000"
2151,16/01/1995,"0,149667"
2152,17/01/1995,"0,149667"
2153,18/01/1995,"0,150333"
2154,19/01/1995,"0,150000"
2155,20/01/1995,"0,150000"
2156,23/01/1995,"0,149667"
2157,24/01/1995,"0,150000"
2158,25/01/1995,"0,149667"
2159,26/01/1995,"0,149333"
2160,27/01/1995,"0,149000"
2161,30/01/1995,"0,150000"
2162,31/01/1995,"0,150667"
2163,01/02/1995,"0,177333"
2164,02/02/1995,"0,178333"
2165,03/02/1995,"0,179000"
2166,06/02/1995,"0,179000"
2167,07/02/1995,"0,178667"
2168,08/02/1995,"0,178667"
2169,09/02/1995,"0,178333"
2170,10/02/1995,"0,178333"
2171,13/02/1995,"0,178333"
2172,14/02/1995,"0,178000"
2173,15/02/1995,"0,178000"
2174,16/02/1995,"0,177667"
2175,17/02/1995,"0,177667"
2176,20/02/1995,"0,177333"
2177,21/02/1995,"0,177333"
2178,22/02/1995,"0,177333"
2179,23/02/1995,"0,177333"
2180,24/02/1995,"0,177333"
2181,01/03/1995,"0,138333"
2182,02/03/1995,"0,138000"
2183,03/03/1995,"0,138333"
2184,06/03/1995,"0,138333"
2185,07/03/1995,"0,138333"
2186,08/03/1995,"0,138333"
2187,09/03/1995,"0,138333"
2188,10/03/1995,"0,201000"
2189,13/03/1995,"0,200667"
2190,14/03/1995,"0,200333"
2191,15/03/1995,"0,200667"
2192,16/03/1995,"0,200667"
2193,17/03/1995,"0,200667"
2194,20/03/1995,"0,200667"
2195,21/03/1995,"0,200667"
2196,22/03/1995,"0,200667"
2197,23/03/1995,"0,200667"
2198,24/03/1995,"0,200667"
2199,27/03/1995,"0,200667"
2200,28/03/1995,"0,200333"
2201,29/03/1995,"0,200333"
2202,30/03/1995,"0,200333"
2203,31/03/1995,"0,200667"
2204,03/04/1995,"0,246000"
2205,04/04/1995,"0,245667"
2206,05/04/1995,"0,245333"
2207,06/04/1995,"0,245333"
2208,07/04/1995,"0,245333"
2209,10/04/1995,"0,245333"
2210,11/04/1995,"0,245333"
2211,12/04/1995,"0,245333"
2212,17/04/1995,"0,245667"
2213,18/04/1995,"0,245333"
2214,19/04/1995,"0,245333"
2215,20/04/1995,"0,245333"
2216,24/04/1995,"0,245667"
2217,25/04/1995,"0,245333"
2218,26/04/1995,"0,245333"
2219,27/04/1995,"0,245333"
2220,28/04/1995,"0,245333"
2221,02/05/1995,"0,190000"
2222,03/05/1995,"0,189667"
2223,04/05/1995,"0,189667"
2224,05/05/1995,"0,189667"
2225,08/05/1995,"0,189667"
2226,09/05/1995,"0,189667"
2227,10/05/1995,"0,189667"
2228,11/05/1995,"0,189333"
2229,12/05/1995,"0,189333"
2230,15/05/1995,"0,189333"
2231,16/05/1995,"0,189000"
2232,17/05/1995,"0,189000"
2233,18/05/1995,"0,189000"
2234,19/05/1995,"0,189000"
2235,22/05/1995,"0,189000"
2236,23/05/1995,"0,189000"
2237,24/05/1995,"0,189000"
2238,25/05/1995,"0,189000"
2239,26/05/1995,"0,189000"
2240,29/05/1995,"0,189000"
2241,30/05/1995,"0,189000"
2242,31/05/1995,"0,189000"
2243,01/06/1995,"0,190000"
2244,02/06/1995,"0,189000"
2245,05/06/1995,"0,189000"
2246,06/06/1995,"0,188667"
2247,07/06/1995,"0,188667"
2248,08/06/1995,"0,188667"
2249,09/06/1995,"0,188667"
2250,12/06/1995,"0,188667"
2251,13/06/1995,"0,188667"
2252,14/06/1995,"0,188667"
2253,16/06/1995,"0,188667"
2254,19/06/1995,"0,188667"
2255,20/06/1995,"0,188667"
2256,21/06/1995,"0,188667"
2257,22/06/1995,"0,188667"
2258,23/06/1995,"0,188667"
2259,26/06/1995,"0,188667"
2260,27/06/1995,"0,188667"
2261,28/06/1995,"0,188667"
2262,29/06/1995,"0,188667"
2263,30/06/1995,"0,188667"
2264,03/07/1995,"0,188000"
2265,04/07/1995,"0,188667"
2266,05/07/1995,"0,188667"
2267,06/07/1995,"0,188667"
2268,07/07/1995,"0,188667"
2269,10/07/1995,"0,188333"
2270,11/07/1995,"0,188333"
2271,12/07/1995,"0,188333"
2272,13/07/1995,"0,188000"
2273,14/07/1995,"0,188000"
2274,17/07/1995,"0,187667"
2275,18/07/1995,"0,187667"
2276,19/07/1995,"0,187667"
2277,20/07/1995,"0,187667"
2278,21/07/1995,"0,187667"
2279,24/07/1995,"0,187667"
2280,25/07/1995,"0,187667"
2281,26/07/1995,"0,187667"
2282,27/07/1995,"0,187667"
2283,28/07/1995,"0,187667"
2284,31/07/1995,"0,187667"
2285,01/08/1995,"0,167333"
2286,02/08/1995,"0,167000"
2287,03/08/1995,"0,167000"
2288,04/08/1995,"0,165667"
2289,07/08/1995,"0,163667"
2290,08/08/1995,"0,163667"
2291,09/08/1995,"0,163333"
2292,10/08/1995,"0,163333"
2293,11/08/1995,"0,163333"
2294,14/08/1995,"0,163333"
2295,15/08/1995,"0,163333"
2296,16/08/1995,"0,163333"
2297,17/08/1995,"0,163333"
2298,18/08/1995,"0,163333"
2299,21/08/1995,"0,163333"
2300,22/08/1995,"0,163333"
2301,23/08/1995,"0,163333"
2302,24/08/1995,"0,163333"
2303,25/08/1995,"0,163333"
2304,28/08/1995,"0,163333"
2305,29/08/1995,"0,163333"
2306,30/08/1995,"0,163333"
2307,31/08/1995,"0,163333"
2308,01/09/1995,"0,167000"
2309,04/09/1995,"0,163667"
2310,05/09/1995,"0,163667"
2311,06/09/1995,"0,163667"
2312,08/09/1995,"0,163667"
2313,11/09/1995,"0,163667"
2314,12/09/1995,"0,163667"
2315,13/09/1995,"0,163667"
2316,14/09/1995,"0,163000"
2317,15/09/1995,"0,163667"
2318,18/09/1995,"0,163667"
2319,19/09/1995,"0,163667"
2320,20/09/1995,"0,163667"
2321,21/09/1995,"0,163667"
2322,22/09/1995,"0,163667"
2323,25/09/1995,"0,163667"
2324,26/09/1995,"0,163667"
2325,27/09/1995,"0,163667"
2326,28/09/1995,"0,162667"
2327,29/09/1995,"0,162000"
2328,02/10/1995,"0,145333"
2329,03/10/1995,"0,147000"
2330,04/10/1995,"0,146333"
2331,05/10/1995,"0,145333"
2332,06/10/1995,"0,143667"
2333,09/10/1995,"0,143667"
2334,10/10/1995,"0,143667"
2335,11/10/1995,"0,144000"
2336,13/10/1995,"0,143667"
2337,16/10/1995,"0,148667"
2338,17/10/1995,"0,146000"
2339,18/10/1995,"0,146333"
2340,19/10/1995,"0,146667"
2341,20/10/1995,"0,147000"
2342,23/10/1995,"0,147000"
2343,24/10/1995,"0,144000"
2344,25/10/1995,"0,145333"
2345,26/10/1995,"0,145000"
2346,27/10/1995,"0,143333"
2347,30/10/1995,"0,143333"
2348,31/10/1995,"0,142000"
2349,01/11/1995,"0,141000"
2350,03/11/1995,"0,139333"
2351,06/11/1995,"0,141000"
2352,07/11/1995,"0,141667"
2353,08/11/1995,"0,144000"
2354,09/11/1995,"0,144000"
2355,10/11/1995,"0,144000"
2356,13/11/1995,"0,145333"
2357,14/11/1995,"0,145000"
2358,16/11/1995,"0,145667"
2359,17/11/1995,"0,145333"
2360,20/11/1995,"0,145333"
2361,21/11/1995,"0,140333"
2362,22/11/1995,"0,139667"
2363,23/11/1995,"0,139333"
2364,24/11/1995,"0,139000"
2365,27/11/1995,"0,139333"
2366,28/11/1995,"0,139667"
2367,29/11/1995,"0,139000"
2368,30/11/1995,"0,139000"
2369,01/12/1995,"0,133667"
2370,04/12/1995,"0,135333"
2371,05/12/1995,"0,134333"
2372,06/12/1995,"0,134333"
2373,07/12/1995,"0,135000"
2374,08/12/1995,"0,134000"
2375,11/12/1995,"0,138667"
2376,12/12/1995,"0,135667"
2377,13/12/1995,"0,136000"
2378,14/12/1995,"0,139333"
2379,15/12/1995,"0,140667"
2380,18/12/1995,"0,140667"
2381,19/12/1995,"0,140333"
2382,20/12/1995,"0,140333"
2383,21/12/1995,"0,140000"
2384,22/12/1995,"0,139667"
2385,26/12/1995,"0,138333"
2386,27/12/1995,"0,136333"
2387,28/12/1995,"0,134333"
2388,29/12/1995,"0,134333"
2389,02/01/1996,"0,120000"
2390,03/01/1996,"0,119667"
2391,04/01/1996,"0,114667"
2392,05/01/1996,"0,113667"
2393,08/01/1996,"0,113667"
2394,09/01/1996,"0,113667"
2395,10/01/1996,"0,113667"
2396,11/01/1996,"0,114000"
2397,12/01/1996,"0,114000"
2398,15/01/1996,"0,113667"
2399,16/01/1996,"0,114000"
2400,17/01/1996,"0,114667"
2401,18/01/1996,"0,113667"
2402,19/01/1996,"0,118333"
2403,22/01/1996,"0,118333"
2404,23/01/1996,"0,118000"
2405,24/01/1996,"0,118333"
2406,25/01/1996,"0,116667"
2407,26/01/1996,"0,115000"
2408,29/01/1996,"0,114667"
2409,30/01/1996,"0,117000"
2410,31/01/1996,"0,116000"
2411,01/02/1996,"0,122333"
2412,02/02/1996,"0,121667"
2413,05/02/1996,"0,120667"
2414,06/02/1996,"0,121667"
2415,07/02/1996,"0,120667"
2416,08/02/1996,"0,120667"
2417,09/02/1996,"0,120333"
2418,12/02/1996,"0,122000"
2419,13/02/1996,"0,121333"
2420,14/02/1996,"0,124000"
2421,15/02/1996,"0,125667"
2422,16/02/1996,"0,125667"
2423,21/02/1996,"0,126333"
2424,22/02/1996,"0,126333"
2425,23/02/1996,"0,126333"
2426,26/02/1996,"0,122667"
2427,27/02/1996,"0,120333"
2428,28/02/1996,"0,119667"
2429,29/02/1996,"0,117333"
2430,01/03/1996,"0,107667"
2431,04/03/1996,"0,109000"
2432,05/03/1996,"0,104000"
2433,06/03/1996,"0,104667"
2434,07/03/1996,"0,104667"
2435,08/03/1996,"0,104000"
2436,11/03/1996,"0,105667"
2437,12/03/1996,"0,105667"
2438,13/03/1996,"0,104000"
2439,14/03/1996,"0,104000"
2440,15/03/1996,"0,104000"
2441,18/03/1996,"0,105000"
2442,19/03/1996,"0,104667"
2443,20/03/1996,"0,104000"
2444,21/03/1996,"0,104000"
2445,22/03/1996,"0,103667"
2446,25/03/1996,"0,103667"
2447,26/03/1996,"0,104000"
2448,27/03/1996,"0,104000"
2449,28/03/1996,"0,103667"
2450,29/03/1996,"0,103667"
2451,01/04/1996,"0,101667"
2452,02/04/1996,"0,100667"
2453,03/04/1996,"0,101667"
2454,08/04/1996,"0,101333"
2455,09/04/1996,"0,101000"
2456,10/04/1996,"0,104667"
2457,11/04/1996,"0,105000"
2458,12/04/1996,"0,105000"
2459,15/04/1996,"0,106667"
2460,16/04/1996,"0,107000"
2461,17/04/1996,"0,107000"
2462,18/04/1996,"0,106667"
2463,19/04/1996,"0,106000"
2464,22/04/1996,"0,105333"
2465,23/04/1996,"0,102000"
2466,24/04/1996,"0,101000"
2467,25/04/1996,"0,100667"
2468,26/04/1996,"0,098333"
2469,29/04/1996,"0,094667"
2470,30/04/1996,"0,091667"
2471,02/05/1996,"0,089667"
2472,03/05/1996,"0,089000"
2473,06/05/1996,"0,088667"
2474,07/05/1996,"0,088667"
2475,08/05/1996,"0,088667"
2476,09/05/1996,"0,088667"
2477,10/05/1996,"0,088667"
2478,13/05/1996,"0,088667"
2479,14/05/1996,"0,089000"
2480,15/05/1996,"0,089667"
2481,16/05/1996,"0,089000"
2482,17/05/1996,"0,089333"
2483,20/05/1996,"0,089000"
2484,21/05/1996,"0,089000"
2485,22/05/1996,"0,089000"
2486,23/05/1996,"0,088667"
2487,24/05/1996,"0,089667"
2488,27/05/1996,"0,092000"
2489,28/05/1996,"0,094333"
2490,29/05/1996,"0,096000"
2491,30/05/1996,"0,098000"
2492,31/05/1996,"0,100333"
2493,03/06/1996,"0,101667"
2494,04/06/1996,"0,103333"
2495,05/06/1996,"0,103333"
2496,07/06/1996,"0,105000"
2497,10/06/1996,"0,107000"
2498,11/06/1996,"0,108000"
2499,12/06/1996,"0,108333"
2500,13/06/1996,"0,108333"
2501,14/06/1996,"0,108333"
2502,17/06/1996,"0,108333"
2503,18/06/1996,"0,108000"
2504,19/06/1996,"0,107333"
2505,20/06/1996,"0,108000"
2506,21/06/1996,"0,104000"
2507,24/06/1996,"0,103667"
2508,25/06/1996,"0,096333"
2509,26/06/1996,"0,092333"
2510,27/06/1996,"0,091000"
2511,28/06/1996,"0,086667"
2512,01/07/1996,"0,085667"
2513,02/07/1996,"0,083667"
2514,03/07/1996,"0,084333"
2515,04/07/1996,"0,083000"
2516,05/07/1996,"0,083000"
2517,08/07/1996,"0,083000"
2518,09/07/1996,"0,082667"
2519,10/07/1996,"0,082333"
2520,11/07/1996,"0,083000"
2521,12/07/1996,"0,084000"
2522,15/07/1996,"0,083667"
2523,16/07/1996,"0,082667"
2524,17/07/1996,"0,082667"
2525,18/07/1996,"0,082667"
2526,19/07/1996,"0,083000"
2527,22/07/1996,"0,082667"
2528,23/07/1996,"0,082667"
2529,24/07/1996,"0,083000"
2530,25/07/1996,"0,082667"
2531,26/07/1996,"0,082333"
2532,29/07/1996,"0,082333"
2533,30/07/1996,"0,082667"
2534,31/07/1996,"0,083333"
2535,01/08/1996,"0,087000"
2536,02/08/1996,"0,087667"
2537,05/08/1996,"0,089333"
2538,06/08/1996,"0,090333"
2539,07/08/1996,"0,090333"
2540,08/08/1996,"0,090333"
2541,09/08/1996,"0,090000"
2542,12/08/1996,"0,090333"
2543,13/08/1996,"0,090333"
2544,14/08/1996,"0,090000"
2545,15/08/1996,"0,090333"
2546,16/08/1996,"0,090333"
2547,19/08/1996,"0,090333"
2548,20/08/1996,"0,089667"
2549,21/08/1996,"0,088333"
2550,22/08/1996,"0,087333"
2551,23/08/1996,"0,086667"
2552,26/08/1996,"0,086333"
2553,27/08/1996,"0,086667"
2554,28/08/1996,"0,086667"
2555,29/08/1996,"0,085667"
2556,30/08/1996,"0,085667"
2557,02/09/1996,"0,087667"
2558,03/09/1996,"0,088333"
2559,04/09/1996,"0,089000"
2560,05/09/1996,"0,088667"
2561,06/09/1996,"0,089333"
2562,09/09/1996,"0,089000"
2563,10/09/1996,"0,089333"
2564,11/09/1996,"0,090000"
2565,12/09/1996,"0,093000"
2566,13/09/1996,"0,093000"
2567,16/09/1996,"0,092667"
2568,17/09/1996,"0,091667"
2569,18/09/1996,"0,091667"
2570,19/09/1996,"0,092333"
2571,20/09/1996,"0,091333"
2572,23/09/1996,"0,089667"
2573,24/09/1996,"0,088333"
2574,25/09/1996,"0,088000"
2575,26/09/1996,"0,087667"
2576,27/09/1996,"0,087333"
2577,30/09/1996,"0,089000"
2578,01/10/1996,"0,082667"
2579,02/10/1996,"0,083333"
2580,04/10/1996,"0,083000"
2581,07/10/1996,"0,082333"
2582,08/10/1996,"0,082667"
2583,09/10/1996,"0,082000"
2584,10/10/1996,"0,082333"
2585,11/10/1996,"0,083667"
2586,14/10/1996,"0,084333"
2587,15/10/1996,"0,085667"
2588,16/10/1996,"0,085333"
2589,17/10/1996,"0,084667"
2590,18/10/1996,"0,085333"
2591,21/10/1996,"0,083000"
2592,22/10/1996,"0,084333"
2593,23/10/1996,"0,083000"
2594,24/10/1996,"0,083667"
2595,25/10/1996,"0,084333"
2596,28/10/1996,"0,083333"
2597,29/10/1996,"0,084333"
2598,30/10/1996,"0,084333"
2599,31/10/1996,"0,084667"
2600,01/11/1996,"0,089333"
2601,04/11/1996,"0,089333"
2602,05/11/1996,"0,090333"
2603,06/11/1996,"0,090000"
2604,07/11/1996,"0,090000"
2605,08/11/1996,"0,090667"
2606,11/11/1996,"0,091000"
2607,12/11/1996,"0,090667"
2608,13/11/1996,"0,089000"
2609,14/11/1996,"0,089333"
2610,18/11/1996,"0,089667"
2611,19/11/1996,"0,089000"
2612,20/11/1996,"0,089333"
2613,21/11/1996,"0,088667"
2614,22/11/1996,"0,089333"
2615,25/11/1996,"0,089000"
2616,26/11/1996,"0,088667"
2617,27/11/1996,"0,088000"
2618,28/11/1996,"0,088667"
2619,29/11/1996,"0,089000"
2620,02/12/1996,"0,084000"
2621,03/12/1996,"0,082667"
2622,04/12/1996,"0,083000"
2623,05/12/1996,"0,083667"
2624,06/12/1996,"0,084000"
2625,09/12/1996,"0,083667"
2626,10/12/1996,"0,084333"
2627,11/12/1996,"0,084333"
2628,12/12/1996,"0,084667"
2629,13/12/1996,"0,084667"
2630,16/12/1996,"0,085000"
2631,17/12/1996,"0,085667"
2632,18/12/1996,"0,086667"
2633,19/12/1996,"0,086000"
2634,20/12/1996,"0,086000"
2635,23/12/1996,"0,086333"
2636,24/12/1996,"0,086333"
2637,26/12/1996,"0,086000"
2638,27/12/1996,"0,085333"
2639,30/12/1996,"0,088333"
2640,31/12/1996,"0,088333"
