data,valor,selic_aa,num_indice
2020-11-03,0.007469,1.9,1167.5950224323449
2020-10-30,0.007469,1.9,1167.5078212731742
2020-10-29,0.007469,1.9,1167.4206266265714
2020-10-28,0.007469,1.9,1167.3334384920504
2020-10-27,0.007469,1.9,1167.246256869125
2020-10-26,0.007469,1.9,1167.1590817573087
2020-10-23,0.007469,1.9,1167.0719131561152
2020-10-22,0.007469,1.9,1166.9847510650582
2020-10-21,0.007469,1.9,1166.8975954836517
2020-10-20,0.007469,1.9,1166.8104464114094
2020-10-19,0.007469,1.9,1166.723303847845
2020-10-16,0.007469,1.9,1166.6361677924729
2020-10-15,0.007469,1.9,1166.5490382448063
2020-10-14,0.007469,1.9,1166.46191520436
2020-10-13,0.007469,1.9,1166.3747986706471
2020-10-09,0.007469,1.9,1166.2876886431825
2020-10-08,0.007469,1.9,1166.2005851214797
2020-10-07,0.007469,1.9,1166.1134881050532
2020-10-06,0.007469,1.9,1166.026397593417
2020-10-05,0.007469,1.9,1165.9393135860853
2020-10-02,0.007469,1.9,1165.8522360825723
2020-10-01,0.007469,1.9,1165.7651650823925
2020-09-30,0.007469,1.9,1165.6781005850598
2020-09-29,0.007469,1.9,1165.591042590089
2020-09-28,0.007469,1.9,1165.5039910969942
2020-09-25,0.007469,1.9,1165.4169461052898
2020-09-24,0.007469,1.9,1165.3299076144901
2020-09-23,0.007469,1.9,1165.24287562411
2020-09-22,0.007469,1.9,1165.1558501336635
2020-09-21,0.007469,1.9,1165.0688311426657
2020-09-18,0.007469,1.9,1164.9818186506304
2020-09-17,0.007469,1.9,1164.8948126570733
2020-09-16,0.007469,1.9,1164.8078131615084
2020-09-15,0.007469,1.9,1164.7208201634505
2020-09-14,0.007469,1.9,1164.6338336624144
2020-09-11,0.007469,1.9,1164.5468536579149
2020-09-10,0.007469,1.9,1164.4598801494665
2020-09-09,0.007469,1.9,1164.3729131365842
2020-09-08,0.007469,1.9,1164.2859526187833
2020-09-04,0.007469,1.9,1164.1989985955784
2020-09-03,0.007469,1.9,1164.1120510664844
2020-09-02,0.007469,1.9,1164.025110031016
2020-09-01,0.007469,1.9,1163.938175488689
2020-08-31,0.007469,1.9,1163.851247439018
2020-08-28,0.007469,1.9,1163.7643258815178
2020-08-27,0.007469,1.9,1163.677410815704
2020-08-26,0.007469,1.9,1163.5905022410916
2020-08-25,0.007469,1.9,1163.503600157196
2020-08-24,0.007469,1.9,1163.416704563532
2020-08-21,0.007469,1.9,1163.3298154596157
2020-08-20,0.007469,1.9,1163.2429328449614
2020-08-19,0.007469,1.9,1163.1560567190852
2020-08-18,0.007469,1.9,1163.0691870815022
2020-08-17,0.007469,1.9,1162.9823239317277
2020-08-14,0.007469,1.9,1162.8954672692773
2020-08-13,0.007469,1.9,1162.8086170936667
2020-08-12,0.007469,1.9,1162.7217734044114
2020-08-11,0.007469,1.9,1162.6349362010267
2020-08-10,0.007469,1.9,1162.5481054830282
2020-08-07,0.007469,1.9,1162.4612812499315
2020-08-06,0.007469,1.9,1162.3744635012529
2020-08-05,0.008442,2.15,1162.276344132281
2020-08-04,0.008442,2.15,1162.1782330458475
2020-08-03,0.008442,2.15,1162.0801302412524
2020-07-31,0.008442,2.15,1161.9820357177969
2020-07-30,0.008442,2.15,1161.8839494747822
2020-07-29,0.008442,2.15,1161.785871511509
2020-07-28,0.008442,2.15,1161.6878018272787
2020-07-27,0.008442,2.15,1161.5897404213922
2020-07-24,0.008442,2.15,1161.4916872931508
2020-07-23,0.008442,2.15,1161.3936424418557
2020-07-22,0.008442,2.15,1161.2956058668085
2020-07-21,0.008442,2.15,1161.19757756731
2020-07-20,0.008442,2.15,1161.099557542662
2020-07-17,0.008442,2.15,1161.0015457921663
2020-07-16,0.008442,2.15,1160.9035423151238
2020-07-15,0.008442,2.15,1160.8055471108366
2020-07-14,0.008442,2.15,1160.7075601786062
2020-07-13,0.008442,2.15,1160.6095815177346
2020-07-10,0.008442,2.15,1160.511611127523
2020-07-09,0.008442,2.15,1160.4136490072738
2020-07-08,0.008442,2.15,1160.3156951562885
2020-07-07,0.008442,2.15,1160.2177495738695
2020-07-06,0.008442,2.15,1160.1198122593185
2020-07-03,0.008442,2.15,1160.0218832119376
2020-07-02,0.008442,2.15,1159.9239624310292
2020-07-01,0.008442,2.15,1159.8260499158953
2020-06-30,0.008442,2.15,1159.728145665838
2020-06-29,0.008442,2.15,1159.6302496801597
2020-06-26,0.008442,2.15,1159.5323619581632
2020-06-25,0.008442,2.15,1159.4344824991506
2020-06-24,0.008442,2.15,1159.3366113024244
2020-06-23,0.008442,2.15,1159.2387483672874
2020-06-22,0.008442,2.15,1159.1408936930416
2020-06-19,0.008442,2.15,1159.0430472789903
2020-06-18,0.008442,2.15,1158.945209124436
2020-06-17,0.011345,2.9,1158.8137417054395
2020-06-16,0.011345,2.9,1158.68228919973
2020-06-15,0.011345,2.9,1158.5508516056154
2020-06-12,0.011345,2.9,1158.4194289214042
2020-06-10,0.011345,2.9,1158.2880211454053
2020-06-09,0.011345,2.9,1158.1566282759275
